,X,Y
59700,1855,1009
59720,1789,994
59740,1723,977
59760,1659,957
59780,1605,940
59800,1556,930
59820,1525,946
59840,1478,950
59860,1414,948
59880,1351,937
59900,1290,913
59920,1240,896
59940,1170,876
59960,1112,862
59980,1057,840
60000,1015,817
60020,969,800
60040,914,781
60060,870,762
60080,817,746
60100,765,737
60120,711,725
60140,668,707
60160,621,699
60180,569,681
60200,534,667
60220,497,645
60240,452,635
60260,397,629
60280,352,623
60300,302,621
60320,253,615
60340,210,613
60360,157,605
60380,98,600
