,X,Y
42720,206,1000
42740,222,973
42760,261,974
42780,279,940
42800,294,909
42820,315,869
42840,343,835
42860,367,789
42880,390,766
42900,405,725
42920,417,694
42940,431,672
42960,444,634
42980,462,608
43000,480,585
43020,496,561
43040,508,522
43060,520,503
43080,535,496
43100,544,471
43120,552,449
43140,560,419
43160,571,413
43180,581,398
43200,589,369
43220,602,328
43240,604,324
43260,593,322
43280,583,307
43300,578,289
43320,576,276
43340,572,257
43360,560,244
43380,548,234
43400,536,221
43420,522,207
43440,512,191
43460,505,178
43480,504,167
43500,495,153
43520,501,145
43540,504,132
43560,513,122
43580,519,113
43600,527,102
43620,535,92
43640,538,78
43660,546,68
43680,555,63
43700,558,60
43720,570,54
