,X,Y
14420,1720,516
14440,1685,511
14460,1646,505
14480,1607,495
14500,1579,490
14520,1538,483
14540,1507,466
14560,1481,456
14580,1457,444
14600,1429,426
14620,1416,411
14640,1393,395
14660,1381,379
14680,1370,370
14700,1362,356
14720,1350,338
14740,1342,327
14760,1338,313
14780,1336,304
14800,1338,290
14820,1324,278
14840,1325,267
14860,1313,257
14880,1310,245
14900,1304,236
14920,1296,222
14940,1288,213
14960,1285,201
14980,1274,190
15000,1261,180
15020,1250,173
15040,1240,162
15060,1240,153
15080,1234,143
15100,1236,133
15120,1237,121
15140,1239,119
15160,1241,109
15180,1234,105
15200,1231,93
15220,1231,85
15240,1228,77
15260,1228,74
15280,1229,66
