,X,Y
91640,1478,187
91660,1452,189
91680,1428,195
91700,1403,204
91720,1384,213
91740,1358,222
91760,1330,230
91780,1300,236
91800,1277,241
91820,1248,243
91840,1215,246
91860,1187,251
91880,1161,258
91900,1131,268
91920,1097,274
91940,1070,281
91960,1034,288
91980,1011,300
92000,977,301
92020,939,308
92040,905,317
92060,872,325
92080,842,335
92100,809,346
92120,786,359
92140,756,371
92160,719,372
92180,676,378
92200,639,378
92220,596,381
92240,563,385
92260,530,385
92280,499,385
92300,471,384
92320,452,388
92340,422,386
92360,407,384
92380,403,384
93080,382,370
93100,382,381
93120,368,386
93440,352,406
93460,341,419
93480,324,441
93500,294,466
93520,255,471
93540,213,485
93560,171,488
93580,136,489
93600,92,483
93620,51,485
93640,4,482
