,X,Y
71920,159,505
71940,208,503
71960,256,494
71980,306,483
72000,345,473
72020,380,462
72040,428,448
72060,462,432
72080,506,426
72100,544,417
72120,580,404
72140,615,393
72160,649,375
72180,682,364
72200,704,351
72220,733,334
72240,768,330
72260,798,316
72280,825,313
72300,860,295
72320,892,292
72340,923,283
72360,957,277
72380,985,268
72400,1022,265
72420,1046,252
72440,1078,244
72460,1110,240
72480,1128,230
72500,1148,215
72520,1171,209
72540,1187,200
72560,1194,187
72580,1203,179
72600,1214,162
72620,1219,155
72640,1225,146
72660,1223,129
72680,1237,126
72700,1240,112
72720,1247,102
72740,1248,91
72760,1253,80
72780,1252,76
72800,1253,67
