,X,Y
77500,1169,122
77520,1176,134
77540,1179,148
77560,1180,163
77580,1179,179
77600,1169,196
77620,1152,211
77640,1133,234
77660,1106,247
77680,1076,271
77700,1047,287
77720,1016,305
77740,984,323
77760,951,337
77780,915,327
77800,878,352
77820,848,374
77840,815,391
77860,784,416
77880,748,439
77900,716,467
77920,680,489
77940,648,525
77960,629,553
77980,603,582
78000,577,614
78020,552,652
78040,519,694
78060,484,732
78080,443,778
78100,404,820
78120,363,865
78140,322,914
78160,270,963
78180,219,1018
78200,165,1071
