,X,Y
43860,340,1018
43880,363,1017
43900,378,978
43920,393,940
43940,405,905
43960,412,870
43980,423,837
44000,428,804
44020,442,775
44040,453,746
44060,476,719
44080,498,692
44100,520,668
44120,542,645
44140,568,622
44160,587,599
44180,605,577
44200,618,555
44220,643,535
44240,666,516
44260,689,496
44280,709,479
44300,732,462
44320,753,447
44340,774,431
44360,791,387
44380,800,370
44400,818,358
44420,839,345
44440,853,341
44460,876,329
44480,897,312
44500,925,305
44520,955,291
44540,978,279
44560,1004,266
44580,1022,259
44600,1061,253
44620,1086,249
44640,1109,238
44660,1132,236
44680,1145,226
44700,1153,209
44720,1167,196
44740,1176,189
44760,1190,177
44780,1192,171
44800,1197,153
44820,1205,148
44840,1209,138
44860,1210,131
44880,1217,119
44900,1221,112
44920,1222,104
44940,1220,96
44960,1220,80
44980,1220,72
45000,1220,72
45020,1218,72
