,X,Y
48540,1873,1023
48560,1861,995
48580,1830,955
48600,1804,914
48620,1783,873
48640,1755,842
48660,1732,812
48680,1722,780
48700,1702,748
48720,1677,714
48740,1655,685
48760,1644,646
48780,1635,623
48800,1627,596
48820,1624,567
48840,1615,542
48860,1610,516
48880,1599,491
48900,1590,463
48920,1572,449
48940,1555,430
48960,1540,409
48980,1537,394
49000,1525,371
49020,1516,354
49040,1512,340
49060,1497,325
49080,1486,300
49100,1476,287
49120,1469,275
49140,1459,257
49160,1455,238
49180,1452,225
49200,1443,214
49220,1434,200
49240,1422,184
49260,1414,175
49280,1403,159
49300,1394,149
49320,1377,137
49340,1363,130
49360,1355,120
49380,1347,104
49400,1343,96
49420,1344,86
49440,1343,78
