,X,Y
91040,1857,841
91060,1827,834
91080,1803,829
91100,1769,821
91120,1739,801
91140,1711,789
91160,1690,777
91180,1668,752
91200,1646,740
91220,1606,721
91240,1572,707
91260,1538,688
91280,1508,672
91300,1471,661
91320,1433,647
91340,1400,635
91360,1372,623
91380,1349,603
91400,1322,589
91420,1297,573
91440,1287,566
91460,1257,554
91480,1232,548
91500,1205,542
91520,1170,528
91540,1132,524
91560,1088,520
91580,1055,521
91600,1014,515
91620,978,507
91640,950,503
91660,920,493
91700,866,500
91860,859,501
91880,853,499
91900,851,494
91920,846,482
91940,835,476
91960,821,465
91980,809,450
92000,796,433
92020,785,423
92040,775,411
92060,764,398
92080,762,383
92100,756,372
92120,753,357
92140,747,349
92160,741,339
92180,735,324
92200,726,319
92220,715,308
92240,696,299
92260,684,290
92280,667,280
92300,655,273
92320,648,261
92340,643,256
92360,639,244
92380,630,231
92400,628,223
92420,627,217
92440,616,206
92460,616,200
92480,610,192
92500,609,185
92520,607,174
92540,612,163
92560,615,154
92580,617,145
92600,617,136
92620,621,124
92640,620,115
92660,621,112
92680,621,102
92700,614,95
92720,614,86
92740,617,78
92760,619,71
92780,618,62
