,X,Y
96100,525,98
96120,521,111
96140,515,122
96160,505,137
96180,500,145
96200,504,160
96220,507,172
96240,507,186
96260,513,206
96280,516,214
96300,524,233
96320,531,253
96340,543,264
96360,548,280
96380,556,296
96400,554,315
96420,556,340
96440,559,358
96460,559,379
96480,558,400
96500,557,418
96520,561,441
96540,562,463
96560,553,486
96580,543,509
96600,533,538
96620,540,564
96640,557,591
96660,569,614
96680,592,638
96700,620,654
96720,649,676
96740,680,707
96760,712,734
96780,748,769
96800,782,790
96820,815,820
96840,852,852
96860,895,884
96880,942,913
96900,996,950
96920,1050,990
96940,1093,1020
96960,1145,1061
