,X,Y
42720,381,1000
42740,387,968
42760,428,916
42780,446,888
42800,467,850
42820,491,814
42840,505,784
42860,527,748
42880,546,724
42900,562,694
42920,573,667
42940,592,632
42960,604,604
42980,619,578
43000,632,562
43020,653,535
43040,673,512
43060,693,494
43080,711,469
43100,743,450
43120,757,432
43140,786,414
43160,812,397
43180,832,384
43200,851,365
43220,878,351
43240,898,336
43260,918,323
43280,941,310
43300,954,295
43320,971,281
43340,992,273
43360,1011,259
43380,1015,242
43400,1032,233
43420,1044,221
43440,1054,211
43460,1064,195
43480,1069,185
43500,1073,168
43520,1069,158
43540,1075,147
43560,1076,138
43580,1071,126
43600,1071,111
43620,1068,97
43640,1063,88
43660,1060,79
43680,1052,70
43700,1035,61
43720,1019,54
43740,1007,49
43760,995,46
43780,975,46
43800,954,44
