,X,Y
79020,1216,69
79040,1211,76
79060,1214,86
79080,1224,90
79100,1228,97
79120,1230,109
79140,1231,118
79160,1233,130
79180,1237,143
79200,1239,144
79220,1240,163
79240,1243,172
79260,1245,185
79280,1245,185
79300,1254,200
79320,1252,209
79340,1254,221
79360,1254,228
79380,1259,242
79400,1257,251
79420,1261,262
79440,1267,275
79460,1271,286
79480,1274,298
79500,1278,311
79520,1281,326
79540,1290,342
79560,1292,355
79580,1303,370
79600,1309,385
79620,1315,397
79640,1323,415
79660,1329,430
79680,1338,442
79700,1338,459
79720,1344,482
79740,1347,496
79760,1356,508
79780,1353,533
79800,1353,555
79820,1351,570
79840,1358,590
79860,1354,620
79880,1350,635
79900,1344,657
79920,1317,683
79940,1285,701
79960,1241,715
79980,1207,726
80000,1174,741
80020,1159,752
80040,1154,751
80300,1169,743
80680,1169,744
80700,1154,740
80720,1149,738
80740,1149,734
81020,1139,746
81040,1140,760
81060,1118,784
81080,1088,805
81100,1052,825
81120,1017,852
81140,973,870
81160,917,889
81180,879,914
81200,842,941
81220,792,976
81240,758,1005
81260,705,1038
81280,663,1066
