,X,Y
65540,1864,823
65560,1806,823
65580,1748,813
65600,1690,807
65620,1637,794
65640,1585,778
65660,1526,771
65680,1467,767
65700,1414,769
65720,1359,765
65740,1300,752
65760,1241,740
65780,1191,736
65800,1140,725
65820,1086,733
65840,1032,733
65860,970,723
65880,916,713
65900,869,701
65920,818,686
65940,767,675
65960,722,669
65980,671,658
66000,624,652
66020,579,642
66040,530,635
66060,482,630
66080,428,622
66100,388,614
66120,345,610
66140,300,606
66160,247,600
66180,206,591
66200,154,580
66220,113,573
66240,65,566
66260,17,557
