,X,Y
84820,577,102
84840,577,110
84860,583,119
84880,582,132
84900,582,141
84920,583,150
84940,590,166
84960,592,176
84980,598,188
85000,622,194
85020,630,209
85040,646,217
85060,671,231
85080,693,233
85100,721,242
85120,745,254
85140,771,265
85160,800,276
85180,825,285
85200,855,297
85220,883,306
85240,910,314
85260,938,327
85280,968,338
85300,997,352
85320,1034,365
85340,1060,377
85360,1100,387
85380,1133,400
85400,1167,413
85420,1197,430
85440,1236,443
85460,1277,455
85480,1316,467
85500,1354,477
85520,1395,487
85540,1438,498
85560,1480,515
85580,1521,528
85600,1555,538
85620,1594,547
85640,1629,547
85660,1662,554
85680,1698,557
85700,1733,566
85720,1764,558
85740,1783,564
