,X,Y
68900,1090,1034
68920,1043,984
68940,998,937
68960,945,898
68980,894,861
69000,859,821
69020,814,781
69040,782,741
69060,759,712
69080,735,675
69100,716,638
69120,705,604
69140,694,575
69160,683,556
69180,664,528
69200,654,496
69220,641,470
69240,632,445
69260,624,416
69280,620,396
69300,615,379
69320,612,355
69340,610,332
69360,611,311
69380,618,292
69400,623,278
69420,617,256
69440,609,243
69460,602,225
69480,594,213
69500,581,193
69520,573,180
69540,568,167
69560,564,149
69580,560,139
69600,557,127
69620,555,112
69640,551,99
69660,540,84
69680,536,75
69700,534,63
69720,534,53
