,X,Y
58460,283,1007
58480,307,959
58500,327,918
58520,340,878
58540,352,840
58560,351,804
58580,361,775
58600,374,744
58620,390,708
58640,400,689
58660,412,658
58680,420,630
58700,426,603
58720,439,582
58740,453,555
58760,473,527
58780,480,502
58800,488,486
58820,486,465
58840,500,443
58860,507,432
58880,511,413
58900,511,393
58920,516,378
58940,515,367
58960,520,349
58980,518,342
59000,510,333
59020,514,331
59040,511,324
59060,519,317
59080,527,312
59100,537,294
59120,553,285
59140,551,271
59160,545,259
59180,538,251
59200,527,242
59220,517,238
59240,502,232
59260,499,228
59280,501,234
59620,494,233
59640,488,234
59660,474,235
59700,469,241
60320,465,236
60340,465,240
60360,456,242
60380,451,241
60400,449,235
60420,445,240
60440,440,242
61460,437,236
61480,420,239
61500,408,237
61520,395,235
62440,398,249
62460,398,241
62480,412,236
62500,433,227
62520,462,223
62540,493,225
62560,520,234
62580,537,241
62600,560,247
62620,580,260
62640,584,269
62660,594,280
62680,600,291
62700,589,305
62720,581,320
62740,584,335
62760,597,350
62780,612,366
62800,609,384
62820,613,400
62840,624,412
62860,637,425
62880,654,442
62900,667,457
62920,686,472
62940,699,488
62960,715,507
62980,733,521
63000,747,532
63020,745,533
63040,742,531
63180,748,534
63200,775,535
63560,958,512
63580,1001,521
63600,1041,541
63620,1070,565
63640,1086,587
63660,1109,613
63680,1120,631
63700,1137,656
63720,1150,694
63740,1162,717
63760,1182,752
63780,1207,780
63800,1234,814
63820,1259,852
63840,1297,885
63860,1331,917
63880,1380,956
63900,1415,992
63920,1445,1034
