,X,Y
60380,1865,903
60400,1807,881
60420,1743,850
60440,1690,823
60460,1628,789
60480,1584,762
60500,1542,728
60520,1517,699
60540,1473,672
60560,1434,641
60580,1399,618
60600,1361,592
60620,1327,568
60640,1300,542
60660,1273,524
60680,1241,493
60700,1197,478
60720,1160,461
60740,1132,441
60760,1087,423
60780,1060,415
60800,1020,400
60820,988,383
60840,959,366
60860,929,353
60880,904,330
60900,872,325
60920,851,309
60940,822,293
60960,789,282
60980,764,269
61000,736,256
61020,706,248
61040,679,233
61060,660,229
61080,645,211
61100,630,197
61120,626,186
61140,629,170
61160,630,160
61180,629,144
61200,623,130
61220,625,123
61240,629,106
61260,624,95
61280,625,85
61300,624,71
61320,624,63
