,X,Y
98640,330,1030
98660,336,993
98680,379,939
98700,405,894
98720,420,860
98740,434,824
98760,447,782
98780,462,750
98800,465,714
98820,473,687
98840,469,649
98860,470,623
98880,484,604
98900,505,579
98920,529,562
98940,539,533
98960,544,509
98980,559,483
99000,568,467
99020,574,443
99040,586,417
99060,587,404
99080,594,383
99100,599,364
99120,611,343
99140,624,327
99160,640,315
99180,650,297
99200,661,283
99220,670,268
99240,673,254
99260,684,236
99280,696,221
99300,702,209
99320,717,195
99340,721,185
99360,725,172
99380,727,158
99400,731,144
99420,733,129
99440,737,115
99460,740,103
99480,747,93
99500,745,77
99520,760,66
99540,770,59
99560,787,52
99580,793,45
