,X,Y
65400,1690,1021
65420,1642,982
65440,1600,947
65460,1559,903
65480,1534,875
65500,1503,838
65520,1481,802
65540,1446,780
65560,1399,752
65580,1365,726
65600,1325,691
65620,1297,669
65640,1268,638
65660,1240,616
65680,1211,587
65700,1184,564
65720,1152,544
65740,1123,521
65760,1090,499
65780,1064,482
65800,1030,466
65820,985,452
65840,946,440
65860,911,421
65880,888,413
65900,846,399
65920,814,386
65940,784,375
65960,745,360
65980,722,349
66000,695,341
66020,664,320
66040,643,304
66060,620,285
66080,610,269
66100,601,250
66120,590,232
66140,587,222
66160,585,213
66180,576,195
66200,566,180
66220,575,171
66240,575,161
66260,575,146
66280,578,136
66300,588,125
66320,591,110
66340,589,96
66360,584,90
66380,578,80
66400,579,72
66420,576,59
