,X,Y
25760,234,1022
25780,241,993
25800,250,971
25820,257,949
25840,263,927
25860,272,907
25880,285,881
25900,284,856
25920,302,836
25940,317,820
25960,323,799
25980,327,780
26000,328,762
26020,330,744
26040,340,729
26060,345,703
26080,354,690
26100,368,675
26120,374,659
26140,379,645
26160,389,630
26180,393,618
26200,400,599
26220,411,586
26240,422,569
26260,421,555
26280,435,541
26300,448,527
26320,457,516
26340,468,504
26360,475,495
26380,478,479
26400,484,470
26420,483,453
26440,485,444
26460,495,431
26480,498,421
26500,503,413
26520,506,398
26540,508,387
26560,514,378
26580,518,367
26600,522,356
26620,526,350
26640,534,335
26660,541,327
26680,548,321
26700,548,311
26720,545,299
26740,545,291
26760,544,282
26780,546,277
26800,548,268
26820,549,259
26840,549,249
26860,549,244
26880,551,236
26900,560,228
26920,564,220
26940,568,213
26960,566,203
26980,564,196
27000,565,191
27020,563,186
27040,560,177
27060,564,174
27080,563,164
27100,566,155
27120,570,148
27140,569,143
27160,568,136
27180,570,130
27200,574,124
27220,572,117
27240,571,113
27260,572,104
27280,575,99
27300,578,95
27320,577,83
27340,585,79
27360,591,76
27380,595,70
27400,596,66
27420,599,60
