,X,Y
97820,291,1022
97840,291,1008
97860,299,959
97880,311,932
97900,322,893
97920,333,858
97940,347,820
97960,359,789
97980,372,762
98000,385,732
98020,393,704
98040,403,668
98060,415,645
98080,423,614
98100,431,587
98120,434,567
98140,439,544
98160,452,513
98180,466,499
98200,481,476
98220,495,456
98240,503,435
98260,509,412
98280,519,393
98300,531,377
98320,544,343
98340,552,329
98360,559,308
98380,561,289
98400,561,281
98420,557,271
98440,560,258
98460,555,242
98480,556,229
98500,554,218
98520,551,209
98540,553,194
98560,546,183
98580,545,176
98600,549,171
98620,544,155
98640,546,143
98660,556,138
98680,567,124
98700,573,117
98720,572,103
98740,567,95
98760,571,83
98780,573,79
98800,570,70
98820,567,59
