,X,Y
66380,1856,826
66400,1803,812
66420,1760,807
66440,1721,790
66460,1677,776
66480,1635,770
66500,1576,759
66520,1534,744
66540,1492,734
66560,1447,733
66580,1391,730
66600,1355,725
66620,1315,714
66640,1279,698
66660,1241,691
66680,1196,679
66700,1143,680
66720,1103,681
66740,1057,679
66760,1012,678
66780,960,669
66800,926,661
66820,897,648
66840,888,638
67280,851,643
67300,828,647
67320,797,644
67340,762,643
67360,734,639
67380,699,628
67400,658,622
67420,624,616
67440,581,607
67460,538,597
67480,494,589
67500,449,575
67520,410,568
67540,368,566
67560,328,553
67580,283,550
67600,245,541
67620,200,536
67640,158,530
67660,111,524
67680,76,512
67700,34,512
67720,2,502
