,X,Y
63520,1500,1028
63540,1473,988
63560,1447,954
63580,1417,918
63600,1388,883
63620,1361,855
63640,1342,822
63660,1312,784
63680,1284,758
63700,1257,730
63720,1233,707
63740,1206,675
63760,1185,653
63780,1167,629
63800,1144,602
63820,1131,585
63840,1105,556
63860,1071,537
63880,1028,520
63900,995,509
63920,961,493
63940,939,470
63960,911,454
63980,884,443
64000,861,425
64020,843,411
64040,835,390
64060,825,377
64080,810,356
64100,788,345
64120,774,331
64140,757,316
64160,738,303
64180,727,289
64200,716,275
64220,708,262
64240,693,248
64260,681,236
64280,666,224
64300,659,217
64320,646,202
64340,639,190
64360,627,176
64380,625,165
64400,624,155
64420,617,142
64440,617,133
64460,611,119
64480,605,111
64500,604,102
64520,605,93
64540,601,85
64560,597,80
64580,594,71
