,X,Y
88240,1512,388
88260,1487,399
88280,1457,415
88300,1421,421
88320,1380,435
88340,1357,442
88360,1321,452
88380,1291,461
88400,1253,463
88420,1203,467
88440,1154,460
88460,1129,433
88480,1112,417
88500,1070,399
88520,1028,387
88540,978,379
88560,939,374
88580,880,364
88600,830,365
88620,779,362
88640,732,361
88660,678,355
88680,636,347
88700,591,336
88720,552,328
88740,505,326
88760,467,317
88780,446,301
88800,419,288
88820,386,281
89420,392,296
89440,400,316
89460,407,327
89480,416,340
89500,420,352
89520,423,370
89540,423,374
89560,423,394
89580,431,415
89600,437,421
89620,448,417
89640,448,417
89660,428,428
89680,426,452
89700,423,473
89720,420,492
89740,409,513
89760,406,533
89780,403,556
89800,407,580
89820,412,607
89840,408,629
89860,402,658
89880,406,688
89900,396,713
89920,388,740
89940,382,774
89960,383,798
89980,374,833
90000,364,859
90020,352,886
90040,333,911
90060,319,947
90080,302,971
90100,293,1002
90120,277,1028
90140,266,1047
90160,251,1065
