,X,Y
48200,587,116
48220,594,137
48240,580,154
48260,587,171
48280,597,190
48300,612,200
48320,635,219
48340,657,228
48360,681,247
48380,700,258
48400,720,280
48420,735,291
48440,760,314
48460,788,331
48480,817,347
48500,848,363
48520,882,390
48540,918,404
48560,956,422
48580,993,440
48600,1031,458
48620,1067,478
48640,1102,499
48660,1137,528
48680,1169,551
48700,1213,568
48720,1263,601
48740,1316,619
48760,1367,641
48780,1411,671
48800,1461,701
48820,1505,729
48840,1556,765
48860,1617,794
48880,1667,822
48900,1737,854
48920,1796,882
48940,1868,912
