,X,Y
59420,1851,831
59440,1813,842
59460,1776,821
59480,1723,771
59500,1677,755
59520,1636,735
59540,1595,711
59560,1559,691
59580,1516,674
59600,1478,656
59620,1439,630
59640,1398,610
59660,1356,591
59680,1324,581
59700,1289,556
59720,1251,541
59740,1212,527
59760,1176,506
59780,1150,490
59800,1112,476
59820,1079,466
59840,1050,452
59860,1018,433
59880,983,420
59900,959,407
59920,932,398
59940,907,379
59960,878,367
59980,851,354
60000,827,343
60020,804,328
60040,779,315
60060,753,305
60080,734,293
60100,708,281
60120,688,266
60140,671,258
60160,656,245
60180,644,231
60200,634,219
60220,620,206
60240,614,194
60260,612,180
60280,613,168
60300,606,158
60320,601,149
60340,599,136
60360,594,123
60380,589,113
60400,582,102
60420,588,97
60440,584,83
60460,584,77
60480,582,66
60500,581,59
