,X,Y
21320,531,1054
21340,553,1040
21360,574,993
21380,593,943
21400,608,897
21420,619,858
21440,620,818
21460,620,773
21480,632,733
21500,645,697
21520,663,661
21540,674,626
21560,684,593
21580,697,564
21600,723,545
21620,750,512
21640,782,494
21660,814,467
21680,852,455
21700,883,435
21720,911,412
21740,937,402
21760,963,375
21780,988,371
21800,1017,351
21820,1040,309
21840,1068,298
21860,1094,286
21880,1117,270
21900,1144,258
21920,1166,246
21940,1185,228
21960,1203,220
21980,1219,211
22000,1226,197
22020,1230,181
22040,1227,168
22060,1223,148
22080,1219,134
22100,1220,128
22120,1220,109
22140,1218,99
22160,1212,90
22180,1211,73
22200,1208,69
22220,1199,69
