,X,Y
94360,1160,96
94380,1163,98
94400,1162,106
94420,1157,112
94440,1164,124
94460,1175,132
94480,1182,147
94500,1193,155
94520,1201,167
94540,1207,177
94560,1193,188
94580,1174,197
94600,1154,205
94620,1134,212
94640,1115,224
94660,1096,232
94680,1078,246
94700,1052,253
94720,1030,266
94740,1012,279
94760,994,291
94780,983,301
94800,970,307
94820,956,315
94840,942,327
94860,935,344
94880,921,365
94900,903,379
94920,897,387
94940,890,401
94960,866,418
94980,839,433
95000,809,453
95020,777,468
95040,741,488
95060,714,509
95080,691,534
95100,680,564
95120,671,589
95140,665,617
95160,662,645
95180,655,680
95200,643,707
95220,632,739
95240,619,768
95260,610,798
95280,601,825
95300,595,850
95320,578,885
95340,560,915
95360,537,941
95380,519,971
95400,496,997
95420,474,1025
95440,461,1050
95460,450,1065
