,X,Y
25200,250,1011
25220,282,964
25240,311,923
25260,336,877
25280,365,837
25300,406,808
25320,444,771
25340,477,740
25360,485,706
25380,489,676
25400,508,637
25420,527,605
25440,546,578
25460,567,547
25480,583,523
25500,598,497
25520,610,473
25540,624,452
25560,643,424
25580,651,404
25600,658,383
25620,666,360
25640,677,343
25660,690,319
25680,703,303
25700,713,288
25720,718,269
25740,721,250
25760,731,239
25780,731,218
25800,734,207
25820,732,191
25840,731,173
25860,737,148
25880,736,123
25900,728,103
25920,734,86
25940,758,70
25960,785,55
25980,813,46
