,X,Y
95860,1215,96
95880,1211,92
95900,1218,107
95920,1216,113
95940,1222,124
95960,1225,134
95980,1227,148
96000,1237,158
96020,1242,175
96040,1248,187
96060,1252,203
96080,1254,213
96100,1265,228
96120,1272,241
96140,1275,259
96160,1280,274
96180,1283,285
96200,1287,301
96220,1292,325
96240,1294,336
96260,1305,354
96280,1321,371
96300,1342,387
96320,1356,413
96340,1380,427
96360,1410,439
96380,1428,462
96400,1456,479
96420,1463,502
96440,1479,520
96460,1502,549
96480,1533,572
96500,1560,597
96520,1573,623
96540,1596,642
96560,1622,674
96580,1651,701
96600,1670,730
96620,1683,758
96640,1693,791
96660,1716,824
96680,1759,856
96700,1796,892
96720,1827,937
96740,1859,976
96760,1896,1023
