,X,Y
79840,1251,82
79860,1252,105
79880,1249,120
79900,1248,118
79920,1240,149
79940,1241,159
79960,1245,172
79980,1245,182
80000,1234,201
80020,1223,214
80040,1213,223
80060,1198,233
80080,1178,249
80100,1164,260
80120,1150,274
80140,1133,287
80160,1116,303
80180,1093,316
80200,1081,333
80220,1060,348
80240,1036,364
80260,1011,370
80280,985,366
80300,959,379
80320,921,404
80340,892,415
80360,857,439
80380,829,451
80400,793,476
80420,761,488
80440,725,514
80460,687,524
80480,655,548
80500,632,565
80520,602,593
80540,568,614
80560,531,647
80580,483,669
80600,453,699
80620,419,727
80640,389,755
80660,357,787
80680,312,818
80700,257,837
80720,200,845
80740,151,864
80760,108,884
80780,82,894
80800,70,910
80820,68,908
80840,67,912
80860,72,901
80880,75,901
80900,75,892
80920,79,894
80940,76,897
80960,77,900
80980,81,899
81000,81,899
81020,81,899
81040,81,899
81060,81,899
81520,91,925
81540,99,960
81560,94,1007
