,X,Y
26520,177,1012
26540,201,970
26560,233,929
26580,249,888
26600,256,849
26620,268,815
26640,277,777
26660,295,740
26680,306,708
26700,320,680
26720,330,652
26740,351,624
26760,368,592
26780,377,568
26800,391,542
26820,411,516
26840,421,497
26860,434,479
26880,449,451
26900,465,433
26920,481,412
26940,493,385
26960,501,366
26980,517,351
27000,523,331
27020,521,319
27040,533,297
27060,542,286
27080,548,273
27100,551,257
27120,556,236
27140,559,225
27160,558,213
27180,560,196
27200,561,185
27220,556,174
27240,559,163
27260,562,150
27280,567,133
27300,569,128
27320,571,112
27340,574,104
27360,572,93
27380,570,85
27400,568,76
27420,561,73
27440,543,66
27460,518,68
27480,497,69
27500,478,69
27520,461,69
27540,450,67
27660,450,67
27680,443,66
