,X,Y
54560,506,93
54580,509,106
54600,506,112
54620,510,135
54640,513,144
54660,523,160
54680,525,169
54700,537,177
54720,547,190
54740,560,203
54760,583,216
54780,599,226
54800,618,237
54820,646,250
54840,667,261
54860,690,276
54880,719,284
54900,749,299
54920,784,307
54940,817,321
54960,848,332
54980,887,343
55000,917,347
55020,953,363
55040,981,372
55060,1017,393
55080,1050,399
55100,1084,411
55120,1124,415
55140,1161,426
55160,1197,442
55180,1231,454
55200,1273,475
55220,1315,494
55240,1362,507
55260,1405,528
55280,1453,548
55300,1495,573
55320,1545,584
55340,1591,601
55360,1644,624
55380,1687,637
55400,1742,650
