,X,Y
53560,1337,99
53580,1344,118
53600,1345,132
53620,1352,153
53640,1345,159
53660,1338,172
53680,1325,184
53700,1326,210
53720,1319,225
53740,1313,237
53760,1305,254
53780,1296,268
53800,1181,285
53820,1150,299
53840,1121,303
53860,1095,311
53880,1078,316
53900,1052,333
53920,871,383
53940,851,400
53960,814,422
54000,779,439
54020,741,479
54040,710,521
54060,689,533
54080,681,568
54100,679,597
54120,676,645
54140,653,673
54160,629,726
54180,596,770
54200,569,822
54220,545,845
54240,519,895
54260,481,944
54280,454,983
54300,413,1027
