,X,Y
98140,620,179
98160,639,197
98180,671,207
98200,694,218
98220,725,231
98240,754,243
98260,783,253
98280,813,266
98300,842,277
98320,872,290
98340,903,304
98360,935,314
98380,966,329
98400,993,342
98420,1022,360
98440,1052,376
98460,1086,390
98480,1119,406
98500,1155,419
98520,1192,433
98540,1228,446
98560,1267,460
98580,1309,471
98600,1352,480
98620,1390,491
98640,1431,493
98660,1471,510
98680,1512,527
98700,1545,538
98720,1590,548
98740,1635,553
98760,1674,555
98780,1715,552
98800,1758,551
