,X,Y
54600,599,118
54620,602,129
54640,593,142
54660,595,160
54680,592,172
54700,592,183
54720,590,196
54740,585,209
54760,581,237
54780,576,250
54800,575,268
54820,566,280
54840,559,299
54860,550,312
54880,538,337
54900,524,356
54920,508,372
54940,486,390
54960,469,411
54980,448,437
55000,421,465
55020,402,487
55040,380,509
55060,361,537
55080,350,573
55100,328,592
55120,309,620
55140,288,649
55160,272,683
55180,254,715
55200,234,753
55220,213,790
55240,185,835
55260,162,873
55280,140,907
55300,113,960
55320,91,1004
