,X,Y
54480,1340,88
54500,1333,94
54520,1326,106
54540,1327,117
54560,1325,130
54580,1325,141
54600,1325,158
54620,1327,171
54640,1332,178
54660,1335,196
54680,1334,210
54700,1324,223
54720,1314,238
54740,1306,252
54760,1299,267
54780,1289,281
54800,1286,299
54820,1278,315
54840,1268,327
54860,1255,350
54880,1249,372
54900,1239,386
54920,1233,407
54940,1224,426
54960,1218,453
54980,1211,472
55000,1192,494
55020,1175,515
55040,1157,539
55060,1131,556
55080,1107,583
55100,1073,606
55120,1042,630
55140,1021,648
55160,989,669
55180,949,694
55200,901,715
55220,860,735
55240,822,760
55260,782,786
55280,738,816
55300,699,847
55320,656,874
55340,620,905
55360,579,937
55380,538,973
55400,496,1015
55420,455,1054
