,X,Y
69480,1157,87
69500,1155,88
69520,1160,99
69540,1160,105
69560,1164,114
69580,1166,122
69600,1170,124
69620,1168,134
69640,1172,143
69660,1175,150
69680,1174,159
69700,1175,171
69720,1182,179
69740,1178,184
69760,1172,190
69780,1168,202
69800,1159,211
69820,1143,218
69840,1134,228
69860,1117,242
69880,1102,232
69900,1094,243
69920,1073,250
69940,1059,257
69960,1044,267
69980,1023,274
70000,1000,281
70020,987,290
70040,972,298
70060,955,310
70080,937,314
70100,916,324
70120,900,330
70140,881,341
70160,868,350
70180,858,361
70200,865,358
70380,857,347
70400,846,356
70420,833,362
70440,816,374
70460,797,386
70480,779,402
70500,760,417
70520,739,424
70540,717,436
70560,702,448
70580,682,460
70600,672,464
70620,651,483
70640,645,496
70660,628,513
70680,615,532
70700,597,543
70720,577,559
70740,565,576
70760,539,597
70780,520,613
70800,517,636
70820,500,653
70840,481,675
70860,462,700
70880,442,712
70900,421,736
70920,400,756
70940,378,781
70960,359,795
70980,336,823
71000,315,851
71020,296,876
71040,275,900
71060,252,929
71080,225,964
71100,204,986
71120,188,1015
71140,162,1043
71160,145,1075
