,X,Y
28900,1616,1038
28920,1580,1009
28940,1554,996
28960,1517,970
28980,1500,932
29000,1483,899
29020,1461,861
29040,1441,833
29060,1410,810
29080,1381,784
29100,1354,745
29120,1332,722
29140,1313,698
29160,1297,675
29180,1287,649
29200,1276,621
29220,1259,604
29240,1245,584
29260,1233,568
29280,1215,547
29300,1203,526
29320,1197,506
29340,1196,480
29360,1192,467
29380,1191,454
29400,1197,402
29420,1202,384
29440,1205,372
29460,1197,353
29480,1189,337
29500,1182,326
29520,1172,315
29540,1158,303
29560,1157,284
29580,1153,267
29600,1153,255
29620,1149,242
29640,1142,233
29660,1138,221
29680,1130,204
29700,1128,196
29720,1122,184
29740,1120,174
29760,1117,163
29780,1117,155
29800,1117,142
29820,1119,125
29840,1118,124
29860,1115,110
29880,1111,92
29900,1113,83
29920,1106,73
29940,1096,69
29960,1077,62
29980,1059,52
30000,1030,53
30020,1014,40
30040,1005,41
30060,990,41
30080,977,41
30100,958,46
