,X,Y
51620,1575,363
51640,1535,352
51660,1499,342
51680,1460,335
51700,1422,327
51720,1384,322
51740,1348,313
51760,1307,309
51780,1268,302
51800,1231,295
51820,1198,291
51840,1160,276
51860,1129,274
51880,1087,271
51900,1058,270
51920,1021,262
51940,985,260
51960,955,249
51980,915,248
52000,879,239
52020,846,239
52040,812,232
52060,778,221
52080,750,218
52100,717,217
52120,693,216
52140,664,196
52160,638,189
52180,618,177
52200,604,164
52220,590,154
52240,580,137
52260,575,127
52280,576,114
52300,571,105
52320,568,89
52340,573,88
52360,571,77
52380,571,69
52400,573,68
52420,574,58
52440,567,37
