,X,Y
71660,1183,89
71680,1180,101
71700,1180,119
71720,1181,118
71740,1185,134
71760,1177,147
71780,1179,160
71800,1182,170
71820,1184,173
71840,1189,195
71860,1172,203
71880,1154,190
71900,1132,214
71920,1108,219
71940,1099,219
71960,1052,233
71980,1042,250
72000,1011,260
72020,990,270
72040,970,282
72060,947,284
72080,918,291
72100,891,307
72120,874,321
72140,849,336
72160,811,337
72180,780,346
72200,748,366
72220,725,372
72240,701,389
72260,678,409
72280,636,420
72300,594,437
72320,567,452
72340,525,465
72360,489,470
72380,444,477
72400,403,483
72420,372,485
72440,319,500
72460,283,507
72480,237,512
72500,186,516
72520,142,496
72540,98,493
72560,50,496
72580,13,490
