,X,Y
89120,1332,83
89140,1332,89
89160,1333,98
89180,1332,106
89200,1328,112
89220,1327,121
89240,1334,130
89260,1344,139
89280,1348,151
89300,1351,160
89320,1355,170
89340,1355,181
89360,1356,190
89380,1356,200
89400,1344,207
89420,1319,210
89440,1298,221
89460,1284,235
89480,1272,247
89500,1253,258
89520,1239,271
89540,1234,291
89560,1227,309
89580,1214,330
89600,1205,348
89620,1199,367
89640,1193,387
89660,1188,410
89680,1182,433
89700,1187,455
89720,1192,476
89740,1186,505
89760,1172,526
89780,1152,551
89800,1131,574
89820,1109,597
89840,1075,617
89860,1033,636
89880,996,657
89900,958,677
89920,912,699
89940,870,732
89960,825,764
89980,790,794
90000,760,822
90020,727,859
90040,687,897
90060,646,934
90080,607,976
90100,572,1021
90120,546,1069
