,X,Y
71720,585,177
71740,598,193
71760,596,208
71780,612,221
71800,626,229
71820,653,230
71840,680,241
71860,707,253
71880,730,257
71900,742,260
71920,763,273
71940,775,288
71960,797,296
71980,811,307
72000,831,321
72020,860,332
72040,889,340
72060,920,346
72080,939,357
72100,970,373
72120,1002,377
72140,1024,391
72160,1055,406
72180,1078,414
72200,1109,428
72220,1135,439
72240,1164,443
72260,1196,455
72280,1227,469
72300,1248,486
72320,1274,494
72340,1306,508
72360,1332,526
72380,1363,544
72400,1399,553
72420,1425,570
72440,1464,580
72460,1488,600
72480,1517,613
72500,1558,629
72520,1588,638
72540,1610,657
72560,1652,665
72580,1695,676
72600,1727,674
72620,1764,675
