,X,Y
65800,157,991
65820,180,940
65840,208,900
65860,236,858
65880,268,817
65900,297,781
65920,312,745
65940,326,708
65960,342,675
65980,360,642
66000,379,613
66020,398,584
66040,414,555
66060,420,528
66080,422,501
66100,427,480
66120,435,452
66140,446,432
66160,460,410
66180,470,387
66200,479,365
66220,487,350
66240,497,326
66260,502,313
66280,501,294
66300,501,276
66320,497,260
66340,492,244
66360,485,229
66380,479,216
66400,476,199
66420,474,185
66440,473,172
66460,477,161
66480,479,145
66500,484,136
66520,486,121
66540,486,112
66560,490,101
66580,494,85
66600,493,79
66620,488,70
66640,485,58
