,X,Y
22300,321,1055
22320,351,1024
22340,364,979
22360,380,939
22380,391,894
22400,406,858
22420,419,823
22440,430,783
22460,444,752
22480,460,717
22500,478,685
22520,494,654
22540,513,626
22560,530,596
22580,546,571
22600,558,545
22620,562,515
22640,566,490
22660,569,466
22680,574,442
22700,581,421
22720,582,399
22740,590,381
22760,590,358
22780,592,341
22800,593,312
22820,594,292
22840,598,271
22860,596,265
22880,598,250
22900,600,233
22920,599,222
22940,583,200
22960,580,189
22980,577,175
23000,582,159
23020,587,153
23040,592,138
23060,591,129
23080,607,113
23100,607,103
23120,613,95
23140,626,86
23160,644,77
23180,661,76
23200,667,76
