,X,Y
43500,1519,379
43520,1478,374
43540,1439,369
43560,1400,367
43580,1351,358
43600,1308,345
43620,1266,331
43640,1232,325
43660,1192,314
43680,1147,314
43700,1108,304
43720,1073,299
43740,1042,288
43760,1002,281
43780,972,276
43800,937,268
43820,905,260
43840,871,255
43860,841,253
43880,806,246
43900,771,246
43920,741,237
43940,716,228
43960,686,218
43980,665,208
44000,648,205
44020,643,197
44040,627,185
44060,619,174
44080,608,170
44100,594,172
44120,584,158
44140,575,144
44160,569,134
44180,564,125
44200,555,112
44220,555,106
44240,554,93
44260,549,80
44280,541,69
44300,540,63
44320,540,56
