,X,Y
47060,1533,361
47080,1486,373
47100,1448,360
47120,1413,331
47140,1371,325
47160,1330,318
47180,1289,308
47200,1248,302
47220,1205,297
47240,1162,293
47260,1121,284
47280,1080,279
47300,1040,272
47320,997,268
47340,960,260
47360,924,254
47380,887,249
47400,849,241
47420,812,236
47440,778,229
47460,741,224
47480,710,217
47500,680,208
47520,649,196
47540,624,187
47560,602,176
47580,585,165
47600,593,156
47620,600,134
47640,610,124
47660,610,113
47680,609,100
47700,601,89
47720,597,76
47740,591,67
47760,585,61
