,X,Y
79100,315,1011
79120,320,963
79140,335,932
79160,343,886
79180,354,849
79200,368,806
79220,383,773
79240,386,737
79260,404,704
79280,417,666
79300,427,637
79320,437,607
79340,446,581
79360,454,551
79380,463,528
79400,473,497
79420,477,471
79440,492,455
79460,502,430
79480,514,405
79500,525,384
79520,525,366
79540,532,346
79560,544,329
79580,557,312
79600,571,291
79620,579,280
79640,588,258
79660,597,243
79680,607,226
79700,615,215
79720,616,197
79740,624,184
79760,626,175
79780,632,157
79800,634,145
79820,635,133
79840,637,119
79860,641,112
79880,641,99
79900,641,85
79920,645,78
79940,649,68
