,X,Y
83680,493,163
83700,485,184
83720,480,202
83740,475,216
83760,475,231
83780,484,251
83800,478,248
83820,472,258
83840,468,268
83860,467,268
83980,457,276
84000,433,276
84020,406,282
85400,391,280
85420,407,290
85440,430,282
85460,459,287
85480,489,285
85500,523,291
85520,555,292
85540,586,288
85560,623,284
85580,655,285
85600,699,282
85620,725,282
85640,768,288
85660,800,282
85680,844,273
85700,881,265
85720,909,257
85740,932,241
85760,950,231
85780,965,216
85800,979,210
85820,987,199
85840,991,189
85860,996,173
85880,998,174
85900,991,178
85920,981,178
85940,980,180
85960,977,180
