,X,Y
95880,1592,385
95900,1566,380
95920,1543,382
95940,1527,389
95960,1495,378
95980,1485,405
96000,1479,414
96020,1478,418
96040,1481,424
96060,1465,438
96080,1456,449
96100,1443,462
96120,1428,471
96140,1421,495
96160,1426,513
96180,1426,534
96200,1423,552
96220,1422,569
96240,1426,596
96260,1430,620
96280,1436,643
96300,1448,671
96320,1449,696
96340,1462,724
96360,1478,753
96380,1494,785
96400,1510,817
96420,1519,849
96440,1529,885
96460,1545,923
96480,1556,956
96500,1572,998
96520,1587,1035
