,X,Y
94220,849,1019
94240,878,987
94260,916,976
94280,961,942
94300,1000,911
94320,1031,880
94340,1058,850
94360,1086,821
94380,1111,792
94400,1135,762
94420,1148,733
94440,1156,704
94460,1167,676
94480,1197,622
94500,1210,598
94520,1216,566
94540,1227,550
94560,1230,522
94580,1239,502
94600,1255,483
94620,1271,465
94640,1284,448
94660,1289,430
94680,1287,409
94700,1285,387
94720,1278,370
94740,1267,357
94760,1265,332
94780,1279,318
94800,1284,304
94820,1291,290
94840,1300,275
94860,1316,263
94880,1328,251
94900,1330,238
94920,1331,223
94940,1331,206
94960,1333,194
94980,1328,179
95000,1327,169
95020,1327,158
95040,1324,149
95060,1322,132
95080,1318,124
95100,1312,111
95120,1307,101
95140,1306,88
95160,1297,77
95180,1293,68
