,X,Y
34760,1538,1042
34780,1529,998
34800,1522,948
34820,1509,904
34840,1492,858
34860,1475,819
34880,1461,771
34900,1450,734
34920,1446,695
34940,1444,662
34960,1438,622
34980,1430,596
35000,1427,565
35020,1424,531
35040,1434,508
35060,1433,478
35080,1432,458
35100,1433,434
35120,1431,411
35140,1434,386
35160,1434,371
35180,1425,345
35200,1417,330
35220,1414,307
35240,1413,287
35260,1418,267
35280,1423,251
35300,1431,239
35320,1449,222
35340,1458,211
35360,1468,199
35380,1484,186
35400,1505,175
35420,1522,171
