,X,Y
83700,1283,91
83720,1291,96
83740,1297,105
83760,1304,113
83780,1312,128
83800,1322,142
83820,1322,152
83840,1328,164
83860,1333,181
83880,1340,192
83900,1345,207
83920,1349,220
83940,1354,236
83960,1361,247
83980,1368,267
84000,1366,282
84020,1367,299
84040,1369,317
84060,1374,334
84080,1370,354
84100,1366,372
84120,1368,394
84140,1369,415
84160,1369,435
84180,1370,453
84200,1379,478
84220,1385,499
84240,1409,526
84260,1428,552
84280,1442,585
84300,1458,611
84320,1478,641
84340,1495,666
84360,1521,694
84380,1535,733
84400,1554,774
84420,1571,811
84440,1591,836
84460,1606,882
84480,1633,919
84500,1662,966
84520,1684,1014
84540,1711,1061
