,X,Y
27120,478,177
27140,487,206
27160,488,221
27180,489,233
27200,491,247
27220,493,261
27240,494,272
27260,494,283
27280,499,292
27300,507,301
27320,505,310
27340,506,311
27360,505,308
27380,502,307
27400,502,307
27420,502,311
27440,494,312
27460,490,314
27480,491,314
27500,490,313
27520,487,312
27540,479,315
27560,470,314
27580,467,316
27600,467,316
27860,469,295
27880,459,296
27900,457,294
28660,454,299
28680,454,295
28700,440,296
28720,438,296
28980,438,294
29000,432,292
29020,421,292
29040,414,293
29060,412,296
29320,410,296
29340,403,293
29360,398,293
29380,391,295
29880,390,297
29900,388,303
29920,387,305
29940,377,302
29960,359,304
30500,361,302
30520,368,299
30540,388,295
30560,408,291
30580,427,297
30600,450,299
30620,481,311
30640,504,324
30660,521,336
30680,542,356
30700,559,370
30720,579,386
30740,594,403
30760,616,421
30780,643,441
30800,666,458
30820,690,471
30840,718,493
30860,749,512
30880,768,524
30900,795,535
31120,934,507
31140,973,508
31160,999,514
31180,1028,522
31200,1044,533
31220,1057,531
31280,1065,541
31300,1071,556
31320,1089,576
31340,1109,594
31360,1134,615
31380,1153,636
31400,1170,659
31420,1181,682
31440,1177,702
31460,1185,725
31480,1208,759
31500,1231,788
31520,1254,823
31540,1279,858
31560,1311,890
31580,1334,934
31600,1351,974
31620,1375,1016
31640,1395,1062
