,X,Y
57480,1738,523
57484,1729,521
57488,1720,520
57492,1712,518
57496,1703,517
57500,1695,516
57504,1683,513
57508,1672,510
57512,1660,508
57516,1649,505
57520,1638,503
57524,1630,499
57528,1623,496
57532,1616,493
57536,1609,490
57540,1602,487
57544,1597,483
57548,1593,479
57552,1588,475
57556,1584,471
57560,1580,468
57564,1576,465
57568,1573,462
57572,1569,459
57576,1566,456
57580,1563,453
57584,1560,449
57588,1558,445
57592,1556,441
57596,1554,437
57600,1552,433
57604,1548,429
57608,1544,425
57612,1540,421
57616,1536,417
57620,1532,414
57624,1528,410
57628,1525,406
57632,1521,402
57636,1518,398
57640,1515,395
57644,1509,390
57648,1503,385
57652,1497,380
57656,1491,375
57660,1486,371
57664,1481,367
57668,1476,363
57672,1471,359
57676,1466,355
57680,1462,351
57684,1461,347
57688,1461,344
57692,1460,340
57696,1460,337
57700,1460,334
57704,1460,330
57708,1461,326
57712,1461,323
57716,1462,319
57720,1463,316
57724,1462,313
57728,1462,310
57732,1461,307
57736,1461,304
57740,1461,301
57744,1459,297
57748,1457,293
57752,1456,290
57756,1454,286
57760,1453,283
57764,1451,277
57768,1449,272
57772,1447,266
57776,1445,261
57780,1443,256
57784,1440,253
57788,1438,251
57792,1435,249
57796,1433,247
57800,1431,245
57804,1428,241
57808,1425,237
57812,1423,234
57816,1420,230
57820,1418,227
57824,1416,224
57828,1414,221
57832,1413,218
57836,1411,215
57840,1410,213
57844,1408,208
57848,1406,204
57852,1404,200
57856,1402,196
57860,1401,192
57864,1399,188
57868,1397,185
57872,1395,181
57876,1393,178
57880,1392,175
57884,1389,171
57888,1386,168
57892,1383,165
57896,1380,162
57900,1378,159
57904,1375,155
57908,1373,152
57912,1370,149
57916,1368,146
57920,1366,143
57924,1363,140
57928,1360,138
57932,1357,136
57936,1354,134
57940,1352,132
57944,1348,129
57948,1345,126
57952,1342,123
57956,1339,120
57960,1336,118
57964,1333,115
57968,1330,112
57972,1328,109
57976,1325,106
57980,1323,104
57984,1322,101
57988,1321,99
57992,1321,97
57996,1320,95
58000,1320,93
58004,1318,90
58008,1317,87
58012,1316,85
58016,1315,82
58020,1314,80
58024,1314,77
58028,1314,75
58032,1315,73
58036,1315,71
58040,1316,69
