,X,Y
28160,191,1025
28164,194,1018
28168,197,1012
28172,201,1006
28176,204,1000
28180,208,994
28184,211,985
28188,214,977
28192,217,969
28196,220,961
28200,224,953
28204,226,944
28208,229,935
28212,232,926
28216,235,917
28220,238,909
28224,241,901
28228,245,893
28232,248,886
28236,252,878
28240,256,871
28244,260,862
28248,264,854
28252,268,846
28256,272,838
28260,276,830
28264,279,822
28268,283,814
28272,287,807
28276,291,799
28280,295,792
28284,298,784
28288,301,777
28292,304,769
28296,307,762
28300,310,755
28304,312,747
28308,314,740
28312,317,733
28316,319,726
28320,322,719
28324,324,712
28328,327,705
28332,330,699
28336,333,692
28340,336,686
28344,338,680
28348,340,674
28352,343,668
28356,345,662
28360,348,656
28364,350,649
28368,353,643
28372,356,637
28376,359,631
28380,362,625
28384,365,619
28388,369,613
28392,372,607
28396,376,601
28400,380,596
28404,384,590
28408,388,584
28412,392,579
28416,396,573
28420,401,568
28424,404,562
28428,408,556
28432,411,550
28436,415,544
28440,419,538
28444,422,533
28448,425,528
28452,428,523
28456,431,518
28460,435,513
28464,438,507
28468,441,501
28472,444,496
28476,447,490
28480,451,485
28484,454,480
28488,457,475
28492,461,471
28496,464,466
28500,468,462
28504,471,457
28508,475,452
28512,478,447
28516,482,442
28520,486,438
28524,489,433
28528,493,429
28532,497,425
28536,501,421
28540,505,417
28544,507,412
28548,510,408
28552,513,403
28556,516,399
28560,519,395
28564,521,391
28568,523,387
28572,526,383
28576,528,379
28580,531,376
28584,534,371
28588,538,367
28592,541,363
28596,545,359
28600,549,355
28604,550,351
28608,551,347
28612,552,344
28616,553,340
28620,554,337
28624,555,335
28628,556,333
28632,557,331
28636,558,329
28640,560,328
28644,562,325
28648,564,322
28652,566,319
28656,568,316
28660,571,313
28664,572,310
28668,573,307
28672,574,305
28676,575,302
28680,576,300
28684,576,297
28688,577,294
28692,577,291
28696,578,288
28700,579,285
28704,578,282
28708,577,279
28712,577,276
28716,576,273
28720,576,270
28724,575,265
28728,575,261
28732,575,257
28736,575,253
28740,575,249
28744,574,246
28748,574,243
28752,574,240
28756,574,237
28760,574,235
28764,574,231
28768,574,228
28772,574,225
28776,574,222
28780,575,219
28784,575,216
28788,576,214
28792,576,211
28796,577,209
28800,578,207
28804,577,204
28808,577,202
28812,576,199
28816,576,197
28820,576,195
28824,575,192
28828,575,189
28832,575,186
28836,575,183
28840,575,181
28844,575,177
28848,575,173
28852,575,170
28856,575,166
28860,575,163
28864,575,160
28868,576,158
28872,576,156
28876,577,154
28880,578,152
28884,577,149
28888,576,147
28892,575,144
28896,574,142
28900,574,140
28904,574,137
28908,574,135
28912,574,133
28916,574,131
28920,574,129
28924,573,125
28928,573,122
28932,573,118
28936,573,115
28940,573,112
28944,573,110
28948,573,109
28952,573,108
28956,573,107
28960,574,106
28964,574,104
28968,574,102
28972,574,100
28976,574,98
28980,574,96
28984,574,93
28988,574,91
28992,574,89
28996,574,87
29000,574,85
29004,574,82
29008,574,80
29012,575,78
29016,575,76
29020,576,74
29024,576,72
29028,576,70
29032,576,69
29036,576,67
29040,576,66
29044,575,64
29048,574,62
29052,573,60
29056,572,58
29060,571,57
29064,571,57
29068,571,58
29072,571,59
29076,571,60
29080,571,61
29084,570,60
29088,569,59
29092,568,59
29096,567,58
29100,566,58
