,X,Y
84240,805,1033
84244,816,1026
84248,828,1020
84252,839,1014
84256,851,1008
84260,863,1002
84264,874,995
84268,885,988
84272,896,982
84276,907,975
84280,918,969
84284,930,961
84288,943,954
84292,955,947
84296,968,940
84300,981,933
84304,992,927
84308,1003,921
84312,1015,916
84316,1026,910
84320,1038,905
84324,1048,900
84328,1058,895
84332,1068,891
84336,1078,886
84340,1088,882
84344,1100,875
84348,1112,868
84352,1125,862
84356,1137,855
84360,1150,849
84364,1160,845
84368,1170,841
84372,1180,837
84376,1190,833
84380,1200,830
84384,1209,824
84388,1219,818
84392,1228,813
84396,1238,807
84400,1248,802
84404,1259,796
84408,1270,791
84412,1281,786
84416,1292,781
84420,1303,776
84424,1313,772
84428,1323,768
84432,1333,764
84436,1343,760
84440,1354,757
84444,1364,753
84448,1374,749
84452,1384,746
84456,1394,742
84460,1405,739
84464,1412,734
84468,1420,729
84472,1428,725
84476,1436,720
84480,1444,716
84484,1454,713
84488,1464,710
84492,1474,707
84496,1484,704
84500,1495,702
84504,1506,698
84508,1517,694
84512,1528,691
84516,1539,687
84520,1551,684
84524,1559,681
84528,1567,678
84532,1575,675
84536,1583,672
84540,1592,670
84544,1600,666
84548,1609,663
84552,1618,660
84556,1627,657
84560,1636,654
84564,1644,651
84568,1652,649
84572,1660,647
84576,1668,645
84580,1677,643
84584,1687,642
84588,1697,641
84592,1708,641
84596,1718,640
84600,1729,640
84604,1738,641
84608,1748,642
84612,1758,643
84616,1768,644
84620,1778,645
