,X,Y
63480,1198,94
63484,1198,99
63488,1199,104
63492,1200,109
63496,1201,114
63500,1202,120
63504,1201,122
63508,1201,124
63512,1201,126
63516,1201,128
63520,1201,131
63524,1200,133
63528,1200,135
63532,1199,137
63536,1199,139
63540,1199,142
63544,1199,142
63548,1199,143
63552,1199,143
63556,1199,144
63560,1200,145
63564,1200,147
63568,1200,149
63572,1200,152
63576,1200,154
63580,1200,157
63584,1200,162
63588,1201,167
63592,1202,172
63596,1203,177
63600,1204,183
63604,1204,183
63608,1205,183
63612,1205,183
63616,1206,183
63620,1207,183
63624,1206,185
63628,1206,188
63632,1206,191
63636,1206,194
63640,1206,197
63644,1207,199
63648,1208,202
63652,1209,204
63656,1210,207
63660,1211,210
63664,1213,213
63668,1215,216
63672,1217,219
63676,1219,222
63680,1222,226
63684,1225,228
63688,1228,231
63692,1231,233
63696,1234,236
63700,1238,239
63704,1240,242
63708,1242,245
63712,1245,248
63716,1247,251
63720,1250,255
63724,1253,257
63728,1256,260
63732,1260,263
63736,1263,266
63740,1267,269
63744,1270,272
63748,1273,275
63752,1276,278
63756,1279,281
63760,1283,284
63764,1287,287
63768,1291,290
63772,1295,293
63776,1299,296
63780,1304,299
63784,1308,302
63788,1313,305
63792,1317,309
63796,1322,312
63800,1327,316
63804,1331,319
63808,1336,322
63812,1341,325
63816,1346,328
63820,1351,332
63824,1355,335
63828,1359,339
63832,1363,342
63836,1367,346
63840,1371,350
63844,1374,354
63848,1377,359
63852,1381,364
63856,1384,369
63860,1388,374
63864,1391,378
63868,1395,382
63872,1398,386
63876,1402,390
63880,1406,394
63884,1410,398
63888,1414,402
63892,1418,406
63896,1422,410
63900,1427,415
63904,1432,419
63908,1437,423
63912,1442,427
63916,1447,431
63920,1452,435
63924,1458,438
63928,1464,442
63932,1470,445
63936,1476,449
63940,1482,453
63944,1488,457
63948,1494,461
63952,1500,465
63956,1506,469
63960,1513,474
63964,1521,475
63968,1530,477
63972,1538,479
63976,1547,481
63980,1556,483
63984,1563,486
63988,1570,490
63992,1577,494
63996,1584,498
64000,1592,502
64004,1601,506
64008,1610,510
64012,1619,514
64016,1628,518
64020,1638,522
64024,1646,525
64028,1655,528
64032,1663,531
64036,1672,534
64040,1681,538
64044,1690,540
64048,1700,542
64052,1709,545
64056,1719,547
64060,1729,550
64064,1736,551
64068,1744,552
64072,1751,554
64076,1759,555
64080,1767,557
