,X,Y
53200,1730,515
53204,1722,514
53208,1714,514
53212,1707,513
53216,1699,513
53220,1692,513
53224,1689,513
53228,1686,514
53232,1684,515
53236,1681,516
53240,1679,517
53244,1672,514
53248,1665,511
53252,1659,509
53256,1652,506
53260,1646,504
53264,1642,502
53268,1638,500
53272,1635,498
53276,1631,496
53280,1628,494
53284,1624,492
53288,1620,490
53292,1616,488
53296,1612,486
53300,1609,485
53304,1607,481
53308,1606,477
53312,1605,473
53316,1604,469
53320,1603,465
53324,1601,462
53328,1599,460
53332,1597,457
53336,1595,455
53340,1593,453
53344,1592,448
53348,1591,443
53352,1590,439
53356,1589,434
53360,1588,430
53364,1586,428
53368,1584,426
53372,1582,424
53376,1580,422
53380,1578,420
53384,1575,417
53388,1572,415
53392,1570,412
53396,1567,410
53400,1565,408
53404,1564,404
53408,1564,401
53412,1563,398
53416,1563,395
53420,1563,392
53424,1562,389
53428,1561,387
53432,1561,385
53436,1560,383
53440,1560,381
53444,1557,378
53448,1554,376
53452,1552,374
53456,1549,372
53460,1547,370
53464,1547,368
53468,1547,367
53472,1547,365
53476,1547,364
53480,1547,363
53484,1547,360
53488,1547,357
53492,1547,355
53496,1547,352
53500,1548,350
53504,1548,348
53508,1548,346
53512,1548,344
53516,1548,342
53520,1548,340
53524,1546,337
53528,1545,334
53532,1544,332
53536,1543,329
53540,1542,327
53544,1541,324
53548,1540,321
53552,1540,318
53556,1539,315
53560,1539,312
53564,1537,310
53568,1535,309
53572,1534,307
53576,1532,306
53580,1531,305
53584,1529,303
53588,1528,302
53592,1527,300
53596,1526,299
53600,1525,298
53604,1524,296
53608,1523,295
53612,1523,294
53616,1522,293
53620,1522,292
53624,1521,291
53628,1521,291
53632,1521,291
53636,1521,291
53640,1521,291
53644,1522,291
53648,1523,291
53652,1524,291
53656,1525,291
53660,1527,291
53664,1527,290
53668,1527,290
53672,1527,290
53676,1527,290
53680,1527,290
53684,1527,290
53688,1527,290
53692,1527,290
53696,1527,290
53700,1527,290
53704,1527,290
53708,1527,290
53712,1527,290
53716,1527,290
53720,1527,290
53724,1527,290
53728,1527,290
53732,1527,290
53736,1527,290
53740,1527,290
53744,1527,290
53748,1527,290
53752,1527,290
53756,1527,290
53760,1527,290
53764,1527,290
53768,1527,290
53772,1527,290
53776,1527,290
53780,1527,290
53784,1527,290
53788,1527,290
53792,1527,290
53796,1527,290
53800,1527,290
53804,1527,290
53808,1527,290
53812,1527,290
53816,1527,290
53820,1527,290
53824,1527,290
53828,1527,290
53832,1527,290
53836,1527,290
53840,1527,290
53844,1527,290
53848,1527,290
53852,1527,290
53856,1527,290
53860,1527,290
53864,1527,290
53868,1527,290
53872,1527,290
53876,1527,290
53880,1527,290
53884,1527,290
53888,1527,290
53892,1527,290
53896,1527,290
53900,1527,290
53904,1527,290
53908,1527,290
53912,1527,290
53916,1527,290
53920,1527,290
53924,1527,290
53928,1527,290
53932,1527,290
53936,1527,290
53940,1527,290
53944,1527,290
53948,1527,290
53952,1527,290
53956,1527,290
53960,1527,290
53964,1527,290
53968,1527,290
53972,1527,290
53976,1527,290
53980,1527,290
53984,1527,290
53988,1527,290
53992,1527,290
53996,1527,290
54000,1527,290
54004,1527,290
54008,1527,290
54012,1527,290
54016,1527,290
54020,1527,290
54024,1527,290
54028,1527,290
54032,1527,290
54036,1527,290
54040,1527,290
54044,1527,290
54048,1527,290
54052,1527,290
54056,1527,290
54060,1527,290
54064,1527,290
54068,1527,290
54072,1527,290
54076,1527,290
54080,1527,290
54084,1527,290
54088,1527,290
54092,1527,290
54096,1527,290
54100,1527,290
54104,1527,290
54108,1527,290
54112,1527,290
54116,1527,290
54120,1527,290
54124,1527,290
54128,1527,290
54132,1527,290
54136,1527,290
54140,1527,290
54144,1527,290
54148,1527,290
54152,1527,290
54156,1527,290
54160,1527,290
54164,1527,290
54168,1527,290
54172,1527,290
54176,1527,290
54180,1527,290
54184,1527,290
54188,1527,290
54192,1527,290
54196,1527,290
54200,1527,290
54204,1527,290
54208,1527,290
54212,1527,290
54216,1527,290
54220,1527,290
54224,1527,290
54228,1527,290
54232,1527,290
54236,1527,290
54240,1527,290
54244,1527,290
54248,1527,290
54252,1527,290
54256,1527,290
54260,1527,290
54264,1527,290
54268,1527,290
54272,1527,290
54276,1527,290
54280,1527,290
54284,1527,290
54288,1527,290
54292,1527,290
54296,1527,290
54300,1527,290
54304,1527,290
54308,1527,290
54312,1527,290
54316,1527,290
54320,1527,290
54324,1527,290
54328,1527,290
54332,1527,290
54336,1527,290
54340,1527,290
54344,1527,290
54348,1527,290
54352,1527,290
54356,1527,290
54360,1527,290
54364,1527,290
54368,1527,290
54372,1527,290
54376,1527,290
54380,1527,290
54384,1527,290
54388,1527,290
54392,1527,290
54396,1527,290
54400,1527,290
54404,1527,290
54408,1527,290
54412,1527,290
54416,1527,290
54420,1527,290
54424,1527,290
54428,1527,290
54432,1527,290
54436,1527,290
54440,1527,290
54444,1527,290
54448,1527,290
54452,1527,290
54456,1527,290
54460,1527,290
54464,1527,290
54468,1527,290
54472,1527,290
54476,1527,290
54480,1527,290
54484,1527,290
54488,1527,290
54492,1527,290
54496,1527,290
54500,1527,290
54504,1527,290
54508,1527,290
54512,1527,290
54516,1527,290
54520,1527,290
54524,1527,290
54528,1527,290
54532,1527,290
54536,1527,290
54540,1527,290
54544,1527,290
54548,1527,290
54552,1527,290
54556,1527,290
54560,1527,290
54564,1527,290
54568,1527,290
54572,1527,290
54576,1527,290
54580,1527,290
54584,1527,290
54588,1527,290
54592,1527,290
54596,1527,290
54600,1527,290
54604,1527,290
54608,1527,290
54612,1527,290
54616,1527,290
54620,1527,290
54624,1527,290
54628,1527,290
54632,1527,290
54636,1527,290
54640,1527,290
54644,1527,290
54648,1527,290
54652,1527,290
54656,1527,290
54660,1527,290
54664,1527,290
54668,1527,290
54672,1527,290
54676,1527,290
54680,1527,290
54684,1527,290
54688,1527,290
54692,1527,290
54696,1527,290
54700,1527,290
54704,1527,290
54708,1527,290
54712,1527,290
54716,1527,290
54720,1527,290
54724,1527,290
54728,1527,290
54732,1527,290
54736,1527,290
54740,1527,290
54744,1527,290
54748,1527,290
54752,1527,290
54756,1527,290
54760,1527,290
54764,1527,290
54768,1527,290
54772,1527,290
54776,1527,290
54780,1527,290
54784,1527,290
54788,1527,290
54792,1527,290
54796,1527,290
54800,1527,290
54804,1527,290
54808,1527,290
54812,1527,290
54816,1527,290
54820,1527,290
54824,1527,290
54828,1527,290
54832,1527,290
54836,1527,290
54840,1527,290
54844,1527,290
54848,1527,290
54852,1527,290
54856,1527,290
54860,1527,290
54864,1527,290
54868,1527,290
54872,1527,290
54876,1527,290
54880,1527,290
54884,1527,290
54888,1527,290
54892,1527,290
54896,1527,290
54900,1527,290
54904,1527,290
54908,1527,290
54912,1527,290
54916,1527,290
54920,1527,290
54924,1527,290
54928,1527,290
54932,1527,290
54936,1527,290
54940,1527,290
54944,1527,290
54948,1527,290
54952,1527,290
54956,1527,290
54960,1527,290
54964,1527,290
54968,1527,290
54972,1527,290
54976,1527,290
54980,1527,290
54984,1527,290
54988,1527,290
54992,1527,290
54996,1527,290
55000,1527,290
55004,1527,290
55008,1527,290
55012,1527,290
55016,1527,290
55020,1527,290
55024,1527,290
55028,1527,290
55032,1527,290
55036,1527,290
55040,1527,290
55044,1527,290
55048,1527,290
