,X,Y
91520,1273,69
91524,1274,71
91528,1276,73
91532,1278,75
91536,1280,77
91540,1282,80
91544,1284,82
91548,1286,84
91552,1288,86
91556,1290,88
91560,1292,90
91564,1292,91
91568,1292,92
91572,1292,94
91576,1292,95
91580,1293,97
91584,1293,98
91588,1293,100
91592,1294,102
91596,1294,104
91600,1295,106
91604,1296,108
91608,1297,110
91612,1298,112
91616,1299,114
91620,1300,117
91624,1302,119
91628,1304,121
91632,1307,123
91636,1309,125
91640,1312,128
91644,1314,130
91648,1316,132
91652,1318,134
91656,1320,136
91660,1322,139
91664,1322,141
91668,1323,144
91672,1323,146
91676,1324,149
91680,1325,152
91684,1325,154
91688,1326,157
91692,1326,160
91696,1327,163
91700,1328,166
91704,1328,168
91708,1328,171
91712,1329,173
91716,1329,176
91720,1330,179
91724,1330,181
91728,1330,183
91732,1330,186
91736,1330,188
91740,1331,191
91744,1331,193
91748,1332,196
91752,1332,199
91756,1333,202
91760,1334,205
91764,1334,207
91768,1335,209
91772,1336,211
91776,1337,213
91780,1338,215
91784,1337,218
91788,1336,221
91792,1335,225
91796,1334,228
91800,1333,232
91804,1332,234
91808,1332,237
91812,1332,239
91816,1332,242
91820,1332,245
91824,1333,248
91828,1334,251
91832,1335,255
91836,1336,258
91840,1337,262
91844,1338,264
91848,1339,267
91852,1340,270
91856,1341,273
91860,1343,276
91864,1345,279
91868,1348,282
91872,1350,285
91876,1353,288
91880,1356,291
91884,1358,294
91888,1360,297
91892,1362,301
91896,1364,304
91900,1367,308
91904,1369,310
91908,1372,313
91912,1374,316
91916,1377,319
91920,1380,322
91924,1382,325
91928,1384,328
91932,1387,332
91936,1389,335
91940,1392,339
91944,1392,343
91948,1393,348
91952,1393,352
91956,1394,357
91960,1395,362
91964,1396,365
91968,1397,368
91972,1398,372
91976,1399,375
91980,1401,379
91984,1399,383
91988,1398,387
91992,1397,391
91996,1396,395
92000,1395,399
92004,1394,401
92008,1393,404
92012,1392,406
92016,1391,409
92020,1390,412
92024,1390,415
92028,1390,419
92032,1391,422
92036,1391,426
92040,1392,430
92044,1394,434
92048,1397,438
92052,1400,442
92056,1403,446
92060,1406,450
92064,1409,454
92068,1412,458
92072,1416,463
92076,1419,467
92080,1423,472
92084,1430,476
92088,1437,480
92092,1444,484
92096,1451,488
92100,1459,493
92104,1464,497
92108,1469,502
92112,1474,507
92116,1479,512
92120,1485,517
92124,1492,519
92128,1500,522
92132,1507,525
92136,1515,528
92140,1523,531
92144,1530,535
92148,1538,539
92152,1546,543
92156,1554,547
92160,1562,552
92164,1569,555
92168,1577,559
92172,1584,563
92176,1592,567
92180,1600,571
92184,1607,576
92188,1615,581
92192,1623,586
92196,1631,591
92200,1639,596
92204,1645,599
92208,1651,602
92212,1657,605
92216,1663,608
92220,1669,611
92224,1676,614
92228,1684,617
92232,1692,620
92236,1700,623
92240,1708,627
92244,1715,630
92248,1722,633
92252,1729,636
92256,1736,639
92260,1743,643
92264,1750,643
92268,1757,644
92272,1764,644
92276,1771,645
92280,1779,646
