,X,Y
57520,1477,217
57524,1470,215
57528,1463,214
57532,1456,212
57536,1449,211
57540,1442,210
57544,1435,210
57548,1428,211
57552,1422,212
57556,1415,213
57560,1409,214
57564,1402,215
57568,1396,216
57572,1389,217
57576,1383,218
57580,1377,219
57584,1370,217
57588,1363,216
57592,1356,214
57596,1349,213
57600,1343,212
57604,1335,211
57608,1328,211
57612,1321,210
57616,1314,210
57620,1307,210
57624,1300,209
57628,1293,209
57632,1287,209
57636,1280,209
57640,1274,209
57644,1268,209
57648,1262,209
57652,1256,209
57656,1250,209
57660,1244,210
57664,1237,210
57668,1231,210
57672,1225,211
57676,1219,211
57680,1213,212
57684,1207,213
57688,1201,214
57692,1196,216
57696,1190,217
57700,1185,219
57704,1178,218
57708,1172,217
57712,1165,216
57716,1159,215
57720,1153,215
57724,1146,215
57728,1139,216
57732,1132,216
57736,1125,217
57740,1119,218
57744,1111,218
57748,1104,218
57752,1096,218
57756,1089,218
57760,1082,219
57764,1074,218
57768,1066,218
57772,1058,217
57776,1050,217
57780,1042,217
57784,1034,217
57788,1027,217
57792,1020,217
57796,1013,217
57800,1006,218
57804,999,218
57808,992,218
57812,985,219
57816,978,219
57820,972,220
57824,964,220
57828,957,221
57832,949,222
57836,942,223
57840,935,224
57844,928,223
57848,921,223
57852,914,223
57856,907,223
57860,900,223
57864,893,221
57868,886,219
57872,880,218
57876,873,216
57880,867,215
57884,859,215
57888,852,215
57892,844,215
57896,837,215
57900,830,215
57904,824,214
57908,818,214
57912,812,213
57916,806,213
57920,800,213
57924,794,214
57928,788,215
57932,782,216
57936,776,217
57940,771,218
57944,766,217
57948,761,216
57952,756,216
57956,751,215
57960,747,215
57964,742,215
57968,737,216
57972,733,217
57976,728,218
57980,724,219
57984,717,219
57988,710,220
57992,704,221
57996,697,222
58000,691,223
58004,685,221
58008,680,219
58012,674,217
58016,669,215
58020,664,213
58024,658,212
58028,653,212
58032,647,211
58036,642,211
58040,637,211
58044,632,208
58048,628,205
58052,623,203
58056,619,200
58060,615,198
58064,610,196
58068,605,194
58072,601,192
58076,596,190
58080,592,188
58084,589,187
58088,586,186
58092,583,185
58096,580,184
58100,578,183
58104,574,181
58108,571,179
58112,567,177
58116,564,175
58120,561,173
58124,558,171
58128,556,169
58132,553,167
58136,551,165
58140,549,163
58144,544,161
58148,540,159
58152,535,157
58156,531,155
58160,527,154
58164,526,151
58168,525,148
58172,524,145
58176,523,142
58180,523,140
58184,520,136
58188,518,133
58192,515,129
58196,513,126
58200,511,123
58204,511,122
58208,511,122
58212,511,122
58216,511,122
58220,511,122
58224,511,119
58228,512,116
58232,513,113
58236,514,110
58240,515,108
58244,515,105
58248,515,103
58252,515,100
58256,515,98
58260,516,96
58264,518,94
58268,520,92
58272,522,91
58276,524,89
58280,526,88
58284,526,85
58288,526,82
58292,526,80
58296,526,77
58300,526,75
58304,527,72
58308,528,70
58312,529,68
58316,530,66
58320,532,64
58324,532,62
58328,532,60
58332,532,58
58336,532,56
58340,532,55
