,X,Y
94300,582,117
94304,581,120
94308,580,124
94312,579,128
94316,578,132
94320,578,136
94324,577,138
94328,576,141
94332,576,143
94336,575,146
94340,575,149
94344,575,152
94348,575,155
94352,576,158
94356,576,161
94360,577,164
94364,578,166
94368,579,168
94372,580,170
94376,581,172
94380,583,174
94384,584,176
94388,586,179
94392,587,181
94396,589,184
94400,591,187
94404,594,189
94408,597,191
94412,600,193
94416,603,195
94420,607,198
94424,611,200
94428,616,203
94432,620,206
94436,625,209
94440,630,212
94444,635,213
94448,640,214
94452,646,216
94456,651,217
94460,657,219
94464,662,221
94468,667,223
94472,673,226
94476,678,228
94480,684,231
94484,690,232
94488,697,234
94492,703,236
94496,710,238
94500,717,240
94504,722,242
94508,728,244
94512,733,246
94516,739,248
94520,745,251
94524,752,253
94528,759,255
94532,766,257
94536,773,259
94540,781,262
94544,787,264
94548,794,266
94552,800,269
94556,807,271
94560,814,274
94564,820,275
94568,826,277
94572,833,278
94576,839,280
94580,846,282
94584,852,284
94588,859,286
94592,866,288
94596,873,290
94600,880,292
94604,886,296
94608,892,300
94612,899,304
94616,905,308
94620,912,312
94624,916,314
94628,921,316
94632,925,319
94636,930,321
94640,935,324
94644,941,327
94648,948,330
94652,954,333
94656,961,336
94660,968,340
94664,974,342
94668,981,344
94672,987,346
94676,994,348
94680,1001,350
94684,1008,352
94688,1016,354
94692,1023,357
94696,1031,359
94700,1039,362
94704,1047,364
94708,1056,366
94712,1064,368
94716,1073,370
94720,1082,373
94724,1090,375
94728,1098,378
94732,1106,380
94736,1114,383
94740,1122,386
94744,1130,389
94748,1138,392
94752,1146,395
94756,1154,398
94760,1162,401
94764,1170,403
94768,1178,406
94772,1186,409
94776,1194,412
94780,1203,415
94784,1209,418
94788,1216,421
94792,1223,424
94796,1230,427
94800,1237,430
94804,1241,433
94808,1245,437
94812,1249,440
94816,1253,444
94820,1257,448
94824,1262,450
94828,1267,453
94832,1272,456
94836,1277,459
94840,1282,462
94844,1288,465
94848,1294,468
94852,1300,471
94856,1306,474
94860,1313,477
94864,1319,479
94868,1325,481
94872,1332,483
94876,1338,485
94880,1345,487
94884,1352,491
94888,1360,496
94892,1368,501
94896,1376,506
94900,1384,511
94904,1394,512
94908,1404,514
94912,1414,516
94916,1424,518
94920,1435,520
94924,1444,521
94928,1453,523
94932,1463,524
94936,1472,526
94940,1482,528
94944,1492,529
94948,1502,530
94952,1512,531
94956,1522,532
94960,1532,533
94964,1542,535
94968,1553,537
94972,1564,539
94976,1575,541
94980,1586,543
94984,1596,544
94988,1606,545
94992,1616,547
94996,1626,548
95000,1637,550
95004,1645,551
95008,1654,552
95012,1663,554
95016,1672,555
95020,1681,557
95024,1688,556
95028,1695,556
95032,1703,556
95036,1710,556
95040,1718,556
95044,1724,556
95048,1730,556
95052,1736,556
95056,1742,556
95060,1749,556
95064,1755,556
95068,1762,556
95072,1769,556
95076,1776,556
95080,1783,557
