,X,Y
99640,673,1020
99644,682,1018
99648,691,1016
99652,700,1015
99656,709,1013
99660,718,1012
99664,727,1002
99668,736,992
99672,745,982
99676,754,972
99680,764,963
99684,771,958
99688,778,953
99692,786,949
99696,793,944
99700,801,940
99704,808,937
99708,816,934
99712,823,931
99716,831,928
99720,839,925
99724,846,920
99728,853,915
99732,860,910
99736,867,905
99740,875,900
99744,880,893
99748,885,887
99752,890,881
99756,895,875
99760,901,869
99764,907,865
99768,914,862
99772,920,858
99776,927,855
99780,934,852
99784,939,845
99788,944,839
99792,949,833
99796,954,827
99800,959,821
99804,964,816
99808,969,812
99812,974,807
99816,979,803
99820,984,799
99824,989,794
99828,995,789
99832,1000,784
99836,1006,779
99840,1012,775
99844,1017,770
99848,1023,765
99852,1029,760
99856,1035,755
99860,1041,750
99864,1050,745
99868,1059,741
99872,1068,736
99876,1077,732
99880,1087,728
99884,1095,723
99888,1103,719
99892,1112,714
99896,1120,710
99900,1129,706
99904,1137,701
99908,1145,696
99912,1153,691
99916,1161,686
99920,1169,682
99924,1175,677
99928,1182,672
99932,1188,667
99936,1195,662
99940,1202,657
99944,1208,651
99948,1215,645
99952,1221,639
99956,1228,633
99960,1235,628
99964,1242,624
99968,1249,620
99972,1256,616
99976,1263,612
99980,1271,608
99984,1277,602
99988,1283,597
99992,1289,592
99996,1295,587
100000,1302,582
100004,1308,578
100008,1315,574
100012,1322,570
100016,1329,566
100020,1336,562
100024,1339,557
100028,1343,552
100032,1346,548
100036,1350,543
100040,1354,539
100044,1358,534
100048,1363,530
100052,1367,525
100056,1372,521
100060,1377,517
100064,1382,512
100068,1388,507
100072,1393,502
100076,1399,497
100080,1405,492
100084,1410,489
100088,1416,486
100092,1421,484
100096,1427,481
100100,1433,479
100104,1439,475
100108,1445,471
100112,1451,468
100116,1457,464
100120,1464,461
100124,1470,458
100128,1476,455
100132,1482,452
100136,1488,449
100140,1494,446
100144,1499,442
100148,1504,439
100152,1509,435
100156,1514,432
100160,1519,429
100164,1526,426
100168,1533,424
100172,1540,422
100176,1547,420
100180,1555,418
100184,1562,417
100188,1569,416
100192,1577,415
100196,1584,414
100200,1592,414
