,X,Y
59540,1708,538
59544,1705,542
59548,1703,547
59552,1701,551
59556,1699,556
59560,1697,561
59564,1697,566
59568,1697,571
59572,1697,576
59576,1697,581
59580,1698,586
59584,1698,591
59588,1698,597
59592,1699,603
59596,1699,609
59600,1700,615
59604,1701,620
59608,1702,626
59612,1704,632
59616,1705,638
59620,1707,644
59624,1708,650
59628,1710,657
59632,1711,663
59636,1713,670
59640,1715,677
59644,1717,682
59648,1719,687
59652,1721,692
59656,1723,697
59660,1725,703
59664,1725,709
59668,1726,716
59672,1726,722
59676,1727,729
59680,1728,736
59684,1727,742
59688,1726,748
59692,1725,754
59696,1724,760
59700,1723,767
59704,1724,773
59708,1726,780
59712,1728,786
59716,1729,793
59720,1731,800
59724,1733,806
59728,1734,813
59732,1736,819
59736,1738,826
59740,1740,833
59744,1741,839
59748,1742,846
59752,1743,852
59756,1744,859
59760,1745,866
59764,1750,872
59768,1755,878
59772,1760,884
59776,1765,890
59780,1771,896
59784,1775,903
59788,1779,910
59792,1783,917
59796,1787,924
59800,1791,931
59804,1793,939
59808,1795,948
59812,1797,957
59816,1799,966
59820,1801,975
59824,1804,983
59828,1807,991
59832,1810,999
59836,1813,1007
59840,1816,1016
59844,1816,1025
59848,1816,1034
59852,1816,1044
59856,1816,1053
59860,1817,1063
